license_id,name,owner,status,status_date,street,city,zip,phone,county,service_type
"1089478","ISD 271 Kids' Safari - Oak Grove El","","Active","","1301 W 104th St","Bloomington","55431","(952) 681-6125","Hennepin","Certified Child Care Center"
"1089479","ISD 271 Kids' Safari - Olson Elementary","","Active","","4501 W 102nd St","Bloomington","55437","(952) 681-6125","Hennepin","Certified Child Care Center"
"1089480","ISD 271 Kids' Safari - Poplar Bridge","","Active","","8401 Palmer Ave S","Bloomington","55437","(952) 681-6125","Hennepin","Certified Child Care Center"
"1089483","ISD 271 Kids' Safari - Ridgeview","","Active","","9400 Nesbitt Ave S","Bloomington","55437","(952) 681-6125","Hennepin","Certified Child Care Center"
"1089481","ISD 271 Kids' Safari - Washburn","","Pending Reopening","08/23/2022","8401 Xerxes Ave S","Bloomington","55431","(952) 681-6125","Hennepin","Certified Child Care Center"
"1089482","ISD 271 Kids' Safari - Westwood","","Active","","3701 W 108th St","Bloomington","55431","(952) 681-6125","Hennepin","Certified Child Care Center"
"1089243","ISD 271-Kids' SAFARI- Indian Mounds Elementary","","Active","","9801 11th Ave S","Bloomington","55420","(952) 681-6007","Hennepin","Certified Child Care Center"
"1089610","ISD 281 Adventure Club - SEA","","Active","","1751 Kelly Dr","Golden Valley","55427","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089351","ISD 281 Adventure Club Forest","","Active","","6800 47th Ave N","Crystal","55428","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089352","ISD 281 Adventure Club Lakeview","","Active","","4110 Lake Drive Ave N","Robbinsdale","55422","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089173","ISD 281 Adventure Club Meadow Lake Elem.","","Active","","8525 62nd Ave N","Minneapolis","55428","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089353","ISD 281 Adventure Club Neill","","Active","","6600 Medicine Lake Rd","Crystal","55427","(763) 504-5326","Hennepin","Certified Child Care Center"
"1089354","ISD 281 Adventure Club Noble","","Active","","2601 Noble Ave N","Golden Valley","55422","(763) 504-5325","Hennepin","Certified Child Care Center"
"1090812","ISD 281 Adventure Club Pilgrim Lane","","Active","","3725 Pilgrim Ln N","Minneapolis","55441","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089356","ISD 281 Adventure Club Sonnesyn","","Active","","3421 Boone Ave N","New Hope","55427","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089357","ISD 281 Adventure Club Spanish Immersion","","Active","","8808 Medicine Lake Rd","New Hope","55427","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089358","ISD 281 Adventure Club Zachary Lane","","Active","","4350 Zachary Ln N","Minneapolis","55442","(763) 504-5325","Hennepin","Certified Child Care Center"
"1102997","ISD 281 Early Adventures Neill","","Active","","6600 Medicine Lake Rd","Crystal","55427","(763) 504-5325","Hennepin","Certified Child Care Center"
"1089699","ISD 281 Early Adventures Pilgrim","","Active","","3725 Pilgrim Ln N","Minneapolis","55441","(763) 504-5324","Hennepin","Certified Child Care Center"
"2001561","ISD 281 The Basement at FAIR Crystal","","Active","","3915 Adair Ave N","Crystal","55422","(763) 327-5991","Hennepin","Certified Child Care Center"
"1115834","ISD 281 The Basement at PMS","","Active","","10011 36th Ave N","Plymouth","55441","(763) 504-7100","Hennepin","Certified Child Care Center"
"1097142","ISD 281 The Basement at SMS","","Active","","2400 Sandburg Ln","Golden Valley","55427","(612) 282-9081","Hennepin","Certified Child Care Center"
"1089294","ISD 282 St. Anthony New Brighton Comm. Center Preschool","","Active","","3301 Silver Lake Rd NE","Saint Anthony","55418","(612) 706-1185","Hennepin","Certified Child Care Center"
"1097319","ISD 282 Wilshire Park Elementary School - Village Kids","","Active","","3600 Highcrest Rd NE","Saint Anthony","55418","(612) 706-1181","Hennepin","Certified Child Care Center"
"1089361","ISD 492 - Kids Korner - Banfield","","Pending Reopening","10/23/2024","301 17th St SW","Austin","55912","(507) 460-1706","Mower","Certified Child Care Center"
"1089778","ISD 492-Kids Korner- Southgate","","Active","","1601 19th Ave SW","Austin","55912","(507) 460-1304","Mower","Certified Child Care Center"
"1089212","ISD 622 Adventure Conn-Cowern School","","Active","","2131 Margaret St N","North St Paul","55109","(651) 748-7432","Ramsey","Certified Child Care Center"
"1089213","ISD 622 Adventure Conn-Richardson Elem","","Active","","2400 17th Ave E","North St Paul","55109","(651) 748-7432","Ramsey","Certified Child Care Center"
"1089214","ISD 622 Adventure Conn-Weaver Elem.","","Active","","2135 Birmingham St","Maplewood","55109","(651) 748-7432","Ramsey","Certified Child Care Center"
"1089215","ISD 622 Adventure Connection Carver","","Active","","2680 Upper Afton Rd E","Maplewood","55119","(651) 702-8298","Ramsey","Certified Child Care Center"
"1089347","ISD 622 Adventure Connection Castle","","Active","","6675 50th St N","Oakdale","55128","(651) 748-6798","Washington","Certified Child Care Center"
"1089461","ISD 622 Adventure Connection Eagle Point","","Active","","7850 15th St N","Oakdale","55128","(651) 748-7432","Washington","Certified Child Care Center"
"1089174","ISD 623 -Friendship Conn.-Brimhall","","Active","","1910 County Road B W","Roseville","55113","(651) 724-6210","Ramsey","Certified Child Care Center"
"1089175","ISD 623 Friendship Conn-Central Park","","Active","","535 County Road B2 W","Saint Paul","55113","(651) 481-0745","Ramsey","Certified Child Care Center"
"1089180","ISD 623 Friendship Conn-Falcon Heights","","Active","","1393 Garden Ave","Saint Paul","55113","(651) 641-0035","Ramsey","Certified Child Care Center"
"1089181","ISD 623 Friendship Conn-Little Canada","","Active","","400 Eli Rd","Saint Paul","55117","(651) 482-0420","Ramsey","Certified Child Care Center"
"1089182","ISD 623 Friendship Conn-Parkview","","Active","","701 County Road B W","Saint Paul","55113","(651) 487-4391","Ramsey","Certified Child Care Center"
"1089178","ISD 623 Friendship Conn.-Emmet D William","","Active","","955 County Road D W","Saint Paul","55126","(651) 482-0421","Ramsey","Certified Child Care Center"
"1089631","ISD 623-Friendship Conn-Harambee School","","Active","","30 County Road B E","Saint Paul","55117","(651) 604-3505","Ramsey","Certified Child Care Center"
"1089216","ISD 624 - Birch Lake Extended Day","","Active","","1616 Birch Lake Ave","Saint Paul","55110","(651) 653-2784","Ramsey","Certified Child Care Center"
"1089217","ISD 624 - Lakeaires Extended Day","","Active","","3963 Van Dyke St","Saint Paul","55110","(651) 653-2817","Ramsey","Certified Child Care Center"
"1089221","ISD 624 - Matoska Extended Day","","Active","","2530 Spruce Pl","Saint Paul","55110","(651) 653-2855","Ramsey","Certified Child Care Center"
"1089219","ISD 624 - Oneka Extended Day","","Active","","4888 Heritage Pkwy N","Hugo","55038","(651) 288-1830","Washington","Certified Child Care Center"
"1089222","ISD 624 - Vadnais Heights Extended Day","","Active","","3645 Centerville Rd","Saint Paul","55127","(651) 653-2865","Ramsey","Certified Child Care Center"
"1089223","ISD 624 - Willow Lane Extended Day","","Active","","3375 Willow Ave","Saint Paul","55110","(651) 733-6184","Ramsey","Certified Child Care Center"
"1092506","ISD 624 Hugo Extended Day","","Pending Reopening","09/06/2022","14895 Francesca Ave N","Hugo","55038","(651) 653-2802","Washington","Certified Child Care Center"
"1100246","ISD 624-Central Middle School FLEX","","Active","","1961 6th St","White Bear Lake","55110","(651) 653-2823","Ramsey","Certified Child Care Center"
"1089640","ISD 831 Maroon & Gold Kids Club SAC Scandia Elementary","","Active","","14351 Scandia Trl N","Scandia","55073","(651) 982-3311","Washington","Certified Child Care Center"
"1089605","ISD 831 Maroon & Gold Kids Club SAC Columbus Elementary","","Active","","17345 Notre Dame St NE","Forest Lake","55025","(651) 982-8933","Anoka","Certified Child Care Center"
"1089639","ISD 831 Maroon & Gold Kids Club SAC Forest Lake","","Closed","08/23/2025","408 4th St SW","Forest Lake","55025","(651) 982-3249","Washington","Certified Child Care Center"
"1089606","ISD 831 Maroon & Gold Kids Club SAC Forest View Elemen","","Active","","620 4th St SW","Forest Lake","55025","(651) 982-8221","Washington","Certified Child Care Center"
"1089603","ISD 831 Maroon & Gold Kids Club SAC Lino Lakes Elementary","","Active","","725 Main St","Lino Lakes","55014","(651) 982-8862","Anoka","Certified Child Care Center"
"1089604","ISD 831 Maroon & Gold Kids Club SAC Linwood Elementary","","Active","","21900 Typo Creek Dr NE","Wyoming","55092","(651) 982-1944","Anoka","Certified Child Care Center"
"1089509","ISD 831 Maroon & Gold Kids Club SAC Wyoming Elementary","","Active","","25701 Forest Blvd","Wyoming","55092","(651) 982-8014","Chisago","Certified Child Care Center"
"1092398","ISD 832 Mahtomedi Adventure Club (O.H Anderson)","","Active","","666 Warner Ave S","Mahtomedi","55115","(651) 407-2350","Washington","Certified Child Care Center"
"1089455","ISD 832 Mahtomedi Adventure Club (Wildwood)","","Active","","8698 75th St N","Stillwater","55082","(651) 407-2150","Washington","Certified Child Care Center"
"1091444","ISD 834 - Adventure Club - Lily Lake","","Active","","2003 Willard St W","Stillwater","55082","(651) 351-6836","Washington","Certified Child Care Center"
"1089574","ISD 834 Adventure Club - Rutherford","","Active","","115 Rutherford Rd","Stillwater","55082","(651) 351-6410","Washington","Certified Child Care Center"
"1091441","ISD 834 Adventure Club- Afton Lakeland","","Active","","475 Saint Croix Trl S","Lakeland","55043","(651) 351-6521","Washington","Certified Child Care Center"
"1089572","ISD 834 Adventure Club- Andersen","","Active","","309 4th St N","Bayport","55003","(651) 351-6607","Washington","Certified Child Care Center"
"1089104","ISD 834 Adventure Club-Stonebridge","","Active","","900 Owens St N","Stillwater","55082","(651) 351-8795","Washington","Certified Child Care Center"
"1091442","ISD 834-Adventure Club- Brookview","","Active","","11099 Brookview Rd","Woodbury","55129","(651) 275-2514","Washington","Certified Child Care Center"
"1091443","ISD 834-Adventure Club- Lake Elmo","","Active","","11030 Stillwater Blvd N","Lake Elmo","55042","(651) 351-6737","Washington","Certified Child Care Center"
"1089337","ISD 91 Barnum School Age Care","","Active","","3813 E North St","Barnum","55707","(218) 389-0401","Carlton","Certified Child Care Center"
"1089376","ISD 93 - Bulldog Kids Care","","Active","","530 Stine Dr","Carlton","55718","(218) 384-4225","Carlton","Certified Child Care Center"
"1123770","Iserman Alexis Emony","","Closed","11/21/2025","Hennepin County","","","","License number: 1123770","Child Foster Care"
"1080816","Isiordia Ramirez Blanca M dba Cielito Lindo LLC","","Active","","6516 MINNETONKA BLVD","St Louis Park","55426","(952) 215-1500","Hennepin","Family Child Care"
"1114176","Isiordia Ramirez Maria","","Active","","4739 BRYANT AVE N","Minneapolis","55430","(612) 298-7733","Hennepin","Family Child Care"
"1080858","Iska Inc","","Active","","4725 EXCELSIOR BLVD STE 400","St Louis Park","55416","(952) 888-7055","Hennepin","Home and Community Based Services"
"1114966","Islas Saldana Maria dba Dulces Suenos Spanish Immersion LLC","","Active","","9832 PENN AVE S","Bloomington","55431","(763) 318-4177","Hennepin","Family Child Care"
"1113533","Ismail Ahmed M","","Active","","Hennepin County","","","","License number: 1113533","Child Foster Care"
"1126837","Ismail Khadra Abdo & Ismail Sabrin Abdi","","Active","","Blue Earth County","","","","License number: 1126837","Child Foster Care"
"1058269","Isse Arfon","","Active","","3446 Penn Ave N","Minneapolis","55412","(612) 978-1081","Hennepin","Family Child Care"
"1116399","Isse Mumtaaz Omar","","Active","","340 CRETIN AVE N","Saint Paul","55104","(720) 499-9028","Ramsey","Family Child Care"
"1057300","It Starts with Luv Learning Center","","Active","","2604 42nd Ave N","Minneapolis","55412","(612) 644-4555","Hennepin","Child Care Center"
"1071528","Ita Bel Koo DAC","","Active","","PO Box 54 12025 Main St","Northome","56661","(218) 897-5281","Koochiching","Home and Community Based Services"
"1071529","Ita Bel Koo DAC","","Active","","12025 Main Street","Northome","56661","(218) 897-5281","Koochiching","Home and Community Based Services - Day Services Facility"
"1037699","Itasca Area Schools Collaborative - Minnesota North Itasca Campus","","Active","","1851 E US Highway 169","Grand Rapids","55744","(218) 327-5850","Itasca","Child Care Center"
"1037698","Itasca Area Schools Collaborative - West Elementary","","Active","","901 SW 22nd Ave","Grand Rapids","55744","(218) 327-5850","Itasca","Child Care Center"
"1037696","Itasca Area Schools Collaborative-King School","","Active","","500 5th St SE","Deer River","56636","(218) 327-5850","Itasca","Child Care Center"
"1037690","Itasca Area Schools Collaborative-Marble","","Closed","11/05/2025","201 Kate St","Marble","55764","(218) 327-5850","Itasca","Child Care Center"
"1037682","Itasca Area Schools Collaborative-Nashwauk","","Active","","100 Spartan Way","Nashwauk","55769","(218) 327-5850","Itasca","Child Care Center"
"1037693","Itasca Area Schools Collaborative-Taconite","","Closed","11/05/2025","26 Haynes St S","Taconite","55786","(218) 327-5850","Itasca","Child Care Center"
"1109833","Itasca Home Health Care Inc","","Active","","1433 E FRANKLIN AVE STE 3","Minneapolis","55404","(612) 248-8964","Hennepin","Home and Community Based Services"
"1072020","Itasca Life Options","","Active","","333 ITASCA ST","Grand Rapids","55744","(218) 327-0924","Itasca","Home and Community Based Services"
"1072021","Itasca Life Options","","Active","","201 NW 4TH ST STE 130","Grand Rapids","55744","(218) 999-9110","Itasca","Home and Community Based Services - Day Services Facility"
"1088266","Itasca Life Options","","Active","","201 NW 4TH ST STE 103","Grand Rapids","55744","(218) 327-0924","Itasca","Home and Community Based Services - Day Services Facility"
"1094467","Itasca Life Options","","Active","","25139 COMMERCIAL DR","Grand Rapids","55744","(218) 327-0924","Itasca","Home and Community Based Services - Day Services Facility"
"1010657","Itaskin Treatment Center","","Active","","1880 RIVER RD","Grand Rapids","55744","(218) 327-3055","Itasca","Children's Residential Facilities"
"1081772","Ittner Lorraine J & Anderson Rick C","","Active","","1130 Sandhurst Dr W","Roseville","55113","(612) 559-3764","Ramsey","Adult Foster Care"
"1079083","Iverson Anthony A & Iverson Angela J","","Active","","Murray County","","","","License number: 1079083","Child Foster Care"
"1090084","Iverson Dena A","","Active","","421 S Front St","New Ulm","56073","(507) 317-5957","Brown","Family Child Care"
"1127622","Iverson Drisana Marissa & Iverson Ian Todd","","Active","","Ramsey County","","","","License number: 1127622","Child Foster Care"
"1018477","Iverson Lori A","","Active","","106 OAK ST","Seaforth","56287","(507) 984-5442","Redwood","Family Child Care"
"1111887","Iverson R Jaclyn dba Little Rascals Daycare","","Active","","204 S MAIN ST","Chokio","56221","(320) 287-3751","Stevens","Family Child Care"
"1113859","IWA Homecare","","Active","","1907 WAYZATA BLVD E #326","Wayzata","55391","(612) 424-0736","Hennepin","Home and Community Based Services"
"1125241","Iweorah Nkechi Florence","","Closed","11/30/2025","Anoka County","","","","License number: 1125241","Child Foster Care"
"1101798","Izen Tiphanie L","","Active","","825 S HAMPTON ST","Fairmont","56031","(507) 848-6465","Martin","Family Child Care"
"1110592","Izzy Homecare LLC","","Active","","1518 E LAKE ST STE 201C","Minneapolis","55407","(914) 218-0757","Hennepin","Home and Community Based Services"
"1067691","J & J Holmes Inc Kings Way","","Active","","1604 KINGS WAY","Saint Cloud","56301","(320) 281-3011","Stearns","Home and Community Based Services - Community Residential Setting"
"1067685","J & J Holmes Inc Maple Leaf","","Active","","1510 Calvary Lane","Saint Cloud","56301","(320) 230-6794","Stearns","Home and Community Based Services - Community Residential Setting"
"1067681","J & J Holmes Inc Oakwood","","Active","","3928 S Cooper Ave","Saint Cloud","56301","(320) 203-9170","Stearns","Home and Community Based Services - Community Residential Setting"
"1067687","J & J Holmes Inc Quarry View","","Active","","3315 Co Rd 136","Saint Cloud","56301","(320) 203-1450","Stearns","Home and Community Based Services - Community Residential Setting"
"1067686","J & J Holmes Inc Wild Marshes","","Active","","4058 Cooper Ave S","Saint Cloud","56301","(320) 259-0595","Stearns","Home and Community Based Services - Community Residential Setting"
"1108454","J & K Cozy Care","","Active","","11512 306TH AVE","Princeton","55371","(763) 220-5386","Sherburne","Home and Community Based Services"
"1067680","J and J Holmes Inc","","Active","","2125 TROOP DR","Sartell","56377","(507) 382-4195","Stearns","Home and Community Based Services"
"1067692","J and J Holmes Inc","","Active","","9325 34th St Court","Foley","56329","(320) 968-6737","Benton","Home and Community Based Services - Community Residential Setting"
"1125174","J and J Holmes Inc","","Active","","4135 21ST AVE S","Saint Cloud","56301","(320) 217-2955","Stearns","Home and Community Based Services - Community Residential Setting"
"1079078","J and J Holmes Inc Farmview","","Active","","25425 58th Ave","Saint Cloud","56301","(320) 252-2039","Stearns","Home and Community Based Services - Community Residential Setting"
"1121084","J and J Holmes Inc.","","Active","","3859 21ST AVE S","Saint Cloud","56301","(218) 828-0083","Stearns","Home and Community Based Services - Community Residential Setting"
"1128490","Jachin Brennan James Butwin & Jachin Karina Noelle","","Active","","Anoka County","","","","License number: 1128490","Child Foster Care"
"1115809","Jachin Karina Noelle & Jachin Brennan James","","Closed","10/30/2025","Anoka County","","","","License number: 1115809","Child Foster Care"
"1047610","Jack & Jill Preschool","","Active","","11870 Ulysses St NE Ste 100","Blaine","55434","(763) 784-1451","Anoka","Child Care Center"
"1109579","Jack & Jill Preschool","","Active","","1500 Birchmont Dr NE","Bemidji","56601","(218) 333-3119","Beltrami","Certified Child Care Center"
"1066919","Jackie Dornink's Adult Foster Care","","Active","","2000 DYLAN DR","Wabasha","55981","(507) 951-6134","Wabasha","Home and Community Based Services"
"1116043","Jackman Brittany Lynn & Jackman Johnathon Paul","","Active","","9698 44TH ST NE","Saint Michael","55376","(612) 814-7022","Wright","Family Child Care"
"1125402","Jackson Aisha Lashae","","Active","","Hennepin County","","","","License number: 1125402","Child Foster Care"
"1123615","Jackson Alicia Renee & Rance Brenda","","Closed","09/30/2025","Hennepin County","","","","License number: 1123615","Child Foster Care"
"1007237","Jackson Carol L","","Active","","3470 BALSAM ST SW","Prior Lake","55372","(612) 719-4471","Scott","Family Child Care"
"1068573","Jackson County DAC","","Active","","304 2ND AVE N","Lakefield","56150","(507) 662-6156","Jackson","Home and Community Based Services"
"1068574","Jackson County DAC","","Active","","304 2nd Ave N","Lakefield","56150","(507) 662-6156","Jackson","Home and Community Based Services - Day Services Facility"
"1068575","Jackson County DAC Satellite","","Active","","226 Main St","Lakefield","56150","(507) 662-6156","Jackson","Home and Community Based Services - Day Services Facility"
"1128812","Jackson Felicia Lynnae","","Active","","Hennepin County","","","","License number: 1128812","Child Foster Care"
"1106518","Jackson Frances","","Active","","Hennepin County","","","","License number: 1106518","Child Foster Care"
"1083792","Jackson Head Start Classroom","","Active","","115 S Highway","Jackson","56143","(507) 847-2632","Jackson","Child Care Center"
"1071403","Jackson House - Provide Care Inc","","Active","","57220 Hickory Lane","Pine City","55063","(320) 629-2216","Pine","Home and Community Based Services - Community Residential Setting"
"1129659","Jackson Isaiah Matthew","","Active","","Hennepin County","","","","License number: 1129659","Child Foster Care"
"1109443","Jackson Lakesha Samantha & Jackson Trelaine Jaymon","","Active","","Hennepin County","","","","License number: 1109443","Child Foster Care"
"1123639","Jackson LaTonya T dba GoldenHeart Investment LLC","","Active","","3819 LYNDALE AVE N","Minneapolis","55412","(612) 807-5631","Hennepin","Family Child Care"
"1016136","Jackson Lynn M","","Active","","112 Lillie Ln Southeast","Pine Island","55963","(507) 356-8447","Olmsted","Family Child Care"
"1064593","Jackson Mashell Jo","","Active","","423 W Ripley St","Litchfield","55355","(320) 237-6637","Meeker","Family Child Care"
"1125058","Jackson Michelle Denise","","Active","","2026 JAMES AVE N","Minneapolis","55411","(612) 723-3173","Hennepin","Family Child Care"
"1097095","Jackson Montia Davon","","Closed","07/16/2025","Hennepin County","","","","License number: 1097095","Child Foster Care"
"1114922","Jackson Naomi","","Closed","12/01/2025","Washington County","","","","License number: 1114922","Child Foster Care"
"1111110","Jackson Tinika Sharell","","Closed","08/19/2025","Dakota County","","","","License number: 1111110","Child Foster Care"
"1122575","Jackson Tyra Marie & Bost Jeffrey Dell","","Closed","07/01/2025","Sherburne County","","","","License number: 1122575","Child Foster Care"
"1099113","Jackson Whitney L dba LORENE'S LEARNING LOFT LLC","","Active","","1234 SHERIDAN AVE N","Minneapolis","55411","(612) 296-5808","Hennepin","Family Child Care"
"1104163","Jacobs Bennie Latrell","","Active","","1671 CENTURY CIR APT 124","Woodbury","55125","(612) 220-8036","Washington","Adult Foster Care"
"212933","Jacobs Jacalyn K","","Active","","405 Zinnia Ln N","Plymouth","55441","(763) 350-2686","Hennepin","Family Child Care"
"1128577","Jacobs Jennifer Risa & Jacobs Joel Kenneth","","Active","","Otter Tail County","","","","License number: 1128577","Child Foster Care"
"1028627","Jacobs Kimberly K","","Active","","1935 49TH ST NW","Rochester","55901","(507) 884-8833","Olmsted","Family Child Care"
"1067279","Jacobs Marietta Marie","","Active","","19881 Embers Ave","Farmington","55024","(952) 388-7262","Dakota","Family Child Care"
"1037845","Jacobs Pamela & Gould Haley","","Active","","4704 137TH ST W","Apple Valley","55124","(612) 247-4575","Dakota","Family Child Care"
"1098020","Jacobs Phillip Pete & Jacobs Ramona Jean","","Active","","1584 IVORY AVE N","Lake Elmo","55042","(612) 223-3260","Washington","Adult Foster Care"
"1056743","Jacobs Ramona & Jacobs Phillip","","Active","","1584 Ivory Ave N","Lake Elmo","55042","(612) 385-3247","Washington","Family Child Care"
"1074212","Jacobson Angela M","","Active","","2117 19th St NW","Rochester","55901","(507) 250-2199","Olmsted","Family Child Care"
"223808","Jacobson Donna M Jacobson Drew S","","Active","","8132 Cty Rd 6 NW","Annandale","55302","(320) 261-5211","Wright","Family Child Care"
"1048594","Jacobson Heidi","","Active","","303 Duluth Ave S","Thief River Falls","56701","(218) 280-0800","Pennington","Family Child Care"
"1092888","Jacobson Jessica Lee","","Conditional","07/30/2024","26884 115TH AVE N","Hitterdal","56552","(218) 849-6699","Clay","Family Child Care"
"1097073","Jacobson Kathrine Sue & Hazeman Dawn Joyce","","Active","","400 Center Avenue S #67","Montrose","55363","(507) 210-8401","Wright","Adult Foster Care"
"1122547","Jacobson Laura Elizabeth & Jacobson Christopher Lawrence","","Active","","St. Louis County","","","","License number: 1122547","Child Foster Care"
"1098918","Jacobson Lisa Jo","","Active","","24109 HOLLAND CT","Forest Lake","55025","(612) 363-8312","Chisago","Family Child Care"
"1093861","Jacobson Pamela L","","Active","","Stearns County","","","","License number: 1093861","Child Foster Care"
"107344","Jacobson Sandra A","","Active","","1719 143RD AVE NE","Ham Lake","55304","(763) 242-3462","Anoka","Family Child Care"
"1069945","Jacobson Tracy","","Active","","70742 260th St","Grand Meadow","55936","(507) 754-5538","Mower","Family Child Care"
"1129510","Jacoby Nicole Mary","","Active","","8073 77TH ST S","Cottage Grove","55016","(612) 274-3600","Washington","Family Child Care"
"1068965","Jade","","Active","","15654 CORNELL CT S","Rosemount","55068","(651) 423-4963","Dakota","Home and Community Based Services - Community Residential Setting"
"1117320","Jaeb Kathryn June & Jaeb Michael Andrew","","Active","","Hennepin County","","","","License number: 1117320","Child Foster Care"
"107356","Jaeckels Diane M","","Active","","5731 W 42nd St","St Louis Park","55416","(612) 804-2371","Hennepin","Family Child Care"
"1094563","Jaeger Amanda Mae & Jaeger Nicholas Eugene","","Revoked","01/18/2022","Stearns County","","","","License number: 1094563","Child Foster Care"
"1094946","Jaeger Whitney AM","","Active","","210 LINCOLN AVE","Holt","56738","(218) 201-3030","Marshall","Family Child Care"
"107366","Jaenisch Pamela J","","Active","","124 S Lakeside Dr","Fergus Falls","56537","(218) 736-2990","Otter Tail","Family Child Care"
"1097377","Jaguar Kid Connection","","Active","","245 School Ave","Brooten","56316","(320) 245-8211","Stearns","Child Care Center"
"1104003","Jaguar Kid Connection - BBE Preschool","","Active","","245 School Ave","Brooten","56316","(320) 254-8211","Stearns","Certified Child Care Center"
"1088118","Jahn Cassandra L & Rosene Daniel P","","Active","","2641 146TH AVE NE","Ham Lake","55304","(612) 578-3602","Anoka","Adult Foster Care"
"1101686","Jahn Theresa Lynn & Jahn Glen Elmer","","Active","","2645 146TH AVE NE","Ham Lake","55304","(763) 710-7336","Anoka","Adult Foster Care"
"1124858","Jahnke Samuel Taylor","","Denied","08/29/2025","Olmsted County","","","","License number: 1124858","Child Foster Care"
"107377","Jahnz Kathleen L","","Active","","445 5TH AVE NE","Pine City","55063","(320) 420-7138","Pine","Family Child Care"
"1106057","Jain Enterprises IV Inc. dba Small World Learning Center","","Active","","1815 Bromley St","South St Paul","55075","(651) 219-5103","Dakota","Child Care Center"
"217200","Jakes Lori A","","Active","","2125 RED TAIL LN","North Mankato","56003","(507) 317-2673","Nicollet","Family Child Care"
"1094405","Jallen Brittni James","","Closed","12/17/2025","20865 Clearwater Lake Rd","Clearbrook","56634","(218) 407-0037","Clearwater","Family Child Care"
"1045126","Jam Hops Leap-N-Learn","","Active","","1460 133rd Ln NE","Ham Lake","55304","(763) 413-0647","Anoka","Child Care Center"
"1111258","Jama Abdifitah Nor","","Active","","3565 8 1/2 ST NW","Rochester","55901","(507) 990-3783","Olmsted","Adult Foster Care"
"1101133","James and Beth Home Care","","Active","","109 3RD AVE SW","Glenwood","56334","(507) 272-9914","Pope","Home and Community Based Services"
"1112658","James Charlie Nyree Hardwig & James Kyle Nathaniel Hardwig","","Active","","St. Louis County","","","","License number: 1112658","Child Foster Care"
"1121408","James Darlene Denis","","Active","","Stearns County","","","","License number: 1121408","Child Foster Care"
"1126740","James Jacalyn Margaret & James Joel Dee","","Active","","Blue Earth County","","","","License number: 1126740","Child Foster Care"
"1124473","James Jamie Lynn","","Active","","306 GLADYS AVE NE","Warroad","56763","(701) 893-6747","Roseau","Family Child Care"
"1120454","James L. Falk","","Active","","3811 43RD AVE S","Moorhead","56560","(402) 350-6954","Clay","Home and Community Based Services"
"1129566","James Pamela Annette","","Active","","Hennepin County","","","","License number: 1129566","Child Foster Care"
"1115528","Jameson Ronda Kaye","","Active","","1507 24TH AVE NW","Faribault","55021","(507) 210-5202","Rice","Family Child Care"
"1129399","Jamison Amanda Raye","","Active","","Dakota County","","","","License number: 1129399","Child Foster Care"
"1067548","Jana Guillot Adult Foster Cace","","Active","","1424 WALNUT ST","Hastings","55033","(651) 246-1389","Dakota","Home and Community Based Services"
"1092678","Janell Dawn Missler","","Active","","1348 COUNTY ROAD 44","South Haven","55382","(763) 464-6701","Stearns","Home and Community Based Services"
"1070333","Jangula Foster Home","","Revoked","09/29/2023","3676 RIDGEWOOD DR","Saint Paul","55123","(651) 454-0674","Dakota","Home and Community Based Services"
"1023257","Jangula Joanne","","Revoked","09/29/2023","3676 Ridgwood Dr","Eagan","55123","(651) 454-0674","Dakota","Adult Foster Care"
"1113696","Jannah Health Services LLC","","Active","","2817 ANTHONY LN S STE 216D","Minneapolis","55418","(619) 808-1700","Hennepin","Home and Community Based Services"
"226756","Janni Brenda L","","Active","","1021 S STATE ST","New Ulm","56073","","Brown","Family Child Care"
"1072332","Jans Place","","Active","","722 S Gorman Ave","Litchfield","55355","(320) 593-0844","Meeker","Home and Community Based Services - Community Residential Setting"
"1100578","Jansen Kelly Jan","","Active","","14650 SOUTHAMPTON DR","Burnsville","55306","(651) 295-3860","Dakota","Adult Foster Care"
"1128027","Jansen Melissa Marie & Collins Michael John","","Active","","Sherburne County","","","","License number: 1128027","Child Foster Care"
"216179","Janssen Denice Kathleen","","Active","","949 16th Ave North","South St Paul","55075","(651) 357-5817","Dakota","Family Child Care"
"1057520","Janssen Elizabeth","","Active","","3044 11th Ave S","Moorhead","56560","(701) 388-3604","Clay","Family Child Care"
"1102015","Janssen Hally A","","Active","","2080 BRIAN AVE","Windom","56101","(507) 360-5073","Cottonwood","Family Child Care"
"1128216","Jantzen Isabella Gail","","Active","","11360 88TH ST N","Stillwater","55082","(651) 955-6429","Washington","Family Child Care"
"1029090","Janu Elizabeth K & Janu Keith L","","Active","","50739 404th Ave","Frazee","56544","(218) 334-3318","Otter Tail","Adult Foster Care"
"205207","Janzen Jodie M","","Active","","29708 400TH AVE","Roseau","56751","(218) 242-2280","Roseau","Family Child Care"
